"","Database","CitationID","StudyID","Site","Latitude","Longitude","DepthElevation","Day","Month","Year","Genus","Species","ObsEventID","ObsID","RepeatType","Treatment","Value","ValueType","ValueUnits"
"47","Elahi","Barrett","Barrett","Tinder_fished",-43.049,147.35,NA,1,9,1997,NA,NA,"Barrett_Tinder_fished_-43.049_147.35_NA_1997_9_1","Barrett_Tinder_fished_-43.049_147.35_NA","unknown",NA,8.305,"richness",NA
"48","Elahi","Barrett","Barrett","Tinder_fished",-43.049,147.35,NA,1,4,1999,NA,NA,"Barrett_Tinder_fished_-43.049_147.35_NA_1999_4_1","Barrett_Tinder_fished_-43.049_147.35_NA","unknown",NA,10.501,"richness",NA
"49","Elahi","Barrett","Barrett","Tinder_fished",-43.049,147.35,NA,1,9,1999,NA,NA,"Barrett_Tinder_fished_-43.049_147.35_NA_1999_9_1","Barrett_Tinder_fished_-43.049_147.35_NA","unknown",NA,9.308,"richness",NA
"50","Elahi","Barrett","Barrett","Tinder_fished",-43.049,147.35,NA,1,4,2000,NA,NA,"Barrett_Tinder_fished_-43.049_147.35_NA_2000_4_1","Barrett_Tinder_fished_-43.049_147.35_NA","unknown",NA,12.983,"richness",NA
"51","Elahi","Barrett","Barrett","Tinder_fished",-43.049,147.35,NA,1,4,2001,NA,NA,"Barrett_Tinder_fished_-43.049_147.35_NA_2001_4_1","Barrett_Tinder_fished_-43.049_147.35_NA","unknown",NA,11.026,"richness",NA
"52","Elahi","Barrett","Barrett","Tinder_fished",-43.049,147.35,NA,1,4,2002,NA,NA,"Barrett_Tinder_fished_-43.049_147.35_NA_2002_4_1","Barrett_Tinder_fished_-43.049_147.35_NA","unknown",NA,10.979,"richness",NA
"53","Elahi","Barrett","Barrett","Tinder_mpa",-43.057,147.34,NA,1,4,1992,NA,NA,"Barrett_Tinder_mpa_-43.057_147.34_NA_1992_4_1","Barrett_Tinder_mpa_-43.057_147.34_NA","unknown",NA,14.511,"richness",NA
"54","Elahi","Barrett","Barrett","Tinder_mpa",-43.057,147.34,NA,1,9,1992,NA,NA,"Barrett_Tinder_mpa_-43.057_147.34_NA_1992_9_1","Barrett_Tinder_mpa_-43.057_147.34_NA","unknown",NA,12.601,"richness",NA
"55","Elahi","Barrett","Barrett","Tinder_mpa",-43.057,147.34,NA,1,4,1993,NA,NA,"Barrett_Tinder_mpa_-43.057_147.34_NA_1993_4_1","Barrett_Tinder_mpa_-43.057_147.34_NA","unknown",NA,13.031,"richness",NA
"56","Elahi","Barrett","Barrett","Tinder_mpa",-43.057,147.34,NA,1,9,1993,NA,NA,"Barrett_Tinder_mpa_-43.057_147.34_NA_1993_9_1","Barrett_Tinder_mpa_-43.057_147.34_NA","unknown",NA,11.599,"richness",NA
"57","Elahi","Barrett","Barrett","Tinder_mpa",-43.057,147.34,NA,1,4,1994,NA,NA,"Barrett_Tinder_mpa_-43.057_147.34_NA_1994_4_1","Barrett_Tinder_mpa_-43.057_147.34_NA","unknown",NA,14.606,"richness",NA
"58","Elahi","Barrett","Barrett","Tinder_mpa",-43.057,147.34,NA,1,4,1995,NA,NA,"Barrett_Tinder_mpa_-43.057_147.34_NA_1995_4_1","Barrett_Tinder_mpa_-43.057_147.34_NA","unknown",NA,14.033,"richness",NA
"59","Elahi","Barrett","Barrett","Tinder_mpa",-43.057,147.34,NA,1,4,1996,NA,NA,"Barrett_Tinder_mpa_-43.057_147.34_NA_1996_4_1","Barrett_Tinder_mpa_-43.057_147.34_NA","unknown",NA,14.033,"richness",NA
"60","Elahi","Barrett","Barrett","Tinder_mpa",-43.057,147.34,NA,1,4,1997,NA,NA,"Barrett_Tinder_mpa_-43.057_147.34_NA_1997_4_1","Barrett_Tinder_mpa_-43.057_147.34_NA","unknown",NA,11.981,"richness",NA
"61","Elahi","Barrett","Barrett","Tinder_mpa",-43.057,147.34,NA,1,9,1997,NA,NA,"Barrett_Tinder_mpa_-43.057_147.34_NA_1997_9_1","Barrett_Tinder_mpa_-43.057_147.34_NA","unknown",NA,15.609,"richness",NA
"62","Elahi","Barrett","Barrett","Tinder_mpa",-43.057,147.34,NA,1,4,1999,NA,NA,"Barrett_Tinder_mpa_-43.057_147.34_NA_1999_4_1","Barrett_Tinder_mpa_-43.057_147.34_NA","unknown",NA,15.084,"richness",NA
"63","Elahi","Barrett","Barrett","Tinder_mpa",-43.057,147.34,NA,1,9,1999,NA,NA,"Barrett_Tinder_mpa_-43.057_147.34_NA_1999_9_1","Barrett_Tinder_mpa_-43.057_147.34_NA","unknown",NA,14.033,"richness",NA
"64","Elahi","Barrett","Barrett","Tinder_mpa",-43.057,147.34,NA,1,4,2000,NA,NA,"Barrett_Tinder_mpa_-43.057_147.34_NA_2000_4_1","Barrett_Tinder_mpa_-43.057_147.34_NA","unknown",NA,16.611,"richness",NA
"65","Elahi","Barrett","Barrett","Tinder_mpa",-43.057,147.34,NA,1,4,2001,NA,NA,"Barrett_Tinder_mpa_-43.057_147.34_NA_2001_4_1","Barrett_Tinder_mpa_-43.057_147.34_NA","unknown",NA,14.558,"richness",NA
"66","Elahi","Bedford","Bedford","SMBAR10",34.01,-118.534,NA,1,11,1989,NA,NA,"Bedford_SMBAR10_34.01_-118.534_NA_1989_11_1","Bedford_SMBAR10_34.01_-118.534_NA","permanent",NA,8,"richness",NA
"67","Elahi","Bedford","Bedford","SMBAR10",34.01,-118.534,NA,1,11,1990,NA,NA,"Bedford_SMBAR10_34.01_-118.534_NA_1990_11_1","Bedford_SMBAR10_34.01_-118.534_NA","permanent",NA,10,"richness",NA
"68","Elahi","Bedford","Bedford","SMBAR10",34.01,-118.534,NA,1,11,1992,NA,NA,"Bedford_SMBAR10_34.01_-118.534_NA_1992_11_1","Bedford_SMBAR10_34.01_-118.534_NA","permanent",NA,15,"richness",NA
"69","Elahi","Bedford","Bedford","SMBAR10",34.01,-118.534,NA,1,11,1993,NA,NA,"Bedford_SMBAR10_34.01_-118.534_NA_1993_11_1","Bedford_SMBAR10_34.01_-118.534_NA","permanent",NA,13,"richness",NA
"70","Elahi","Bedford","Bedford","SMBAR10",34.01,-118.534,NA,1,11,1995,NA,NA,"Bedford_SMBAR10_34.01_-118.534_NA_1995_11_1","Bedford_SMBAR10_34.01_-118.534_NA","permanent",NA,18,"richness",NA
"71","Elahi","Bedford","Bedford","SMBAR18",34.005,-118.537,NA,1,11,1989,NA,NA,"Bedford_SMBAR18_34.005_-118.537_NA_1989_11_1","Bedford_SMBAR18_34.005_-118.537_NA","permanent",NA,5,"richness",NA
"72","Elahi","Bedford","Bedford","SMBAR18",34.005,-118.537,NA,1,11,1990,NA,NA,"Bedford_SMBAR18_34.005_-118.537_NA_1990_11_1","Bedford_SMBAR18_34.005_-118.537_NA","permanent",NA,10,"richness",NA
"74","Elahi","Bedford","Bedford","SMBAR18",34.005,-118.537,NA,1,11,1993,NA,NA,"Bedford_SMBAR18_34.005_-118.537_NA_1993_11_1","Bedford_SMBAR18_34.005_-118.537_NA","permanent",NA,9,"richness",NA
"75","Elahi","Bedford","Bedford","SMBAR18",34.005,-118.537,NA,1,11,1995,NA,NA,"Bedford_SMBAR18_34.005_-118.537_NA_1995_11_1","Bedford_SMBAR18_34.005_-118.537_NA","permanent",NA,12,"richness",NA
"76","Elahi","Bedford","Bedford","SMBAR3",34.0172,-118.536,NA,1,11,1989,NA,NA,"Bedford_SMBAR3_34.0172_-118.536_NA_1989_11_1","Bedford_SMBAR3_34.0172_-118.536_NA","permanent",NA,14,"richness",NA
"77","Elahi","Bedford","Bedford","SMBAR3",34.0172,-118.536,NA,1,11,1990,NA,NA,"Bedford_SMBAR3_34.0172_-118.536_NA_1990_11_1","Bedford_SMBAR3_34.0172_-118.536_NA","permanent",NA,13,"richness",NA
"79","Elahi","Bedford","Bedford","SMBAR3",34.0172,-118.536,NA,1,11,1993,NA,NA,"Bedford_SMBAR3_34.0172_-118.536_NA_1993_11_1","Bedford_SMBAR3_34.0172_-118.536_NA","permanent",NA,11,"richness",NA
"80","Elahi","Bedford","Bedford","SMBAR3",34.0172,-118.536,NA,1,11,1995,NA,NA,"Bedford_SMBAR3_34.0172_-118.536_NA_1995_11_1","Bedford_SMBAR3_34.0172_-118.536_NA","permanent",NA,16,"richness",NA
"81","Elahi","BeetsFried03","BeetsFried03","FourSites",18.322,-64.688,NA,1,1,1989,NA,NA,"BeetsFried03_FourSites_18.322_-64.688_NA_1989_1_1","BeetsFried03_FourSites_18.322_-64.688_NA","semi-permanent",NA,22.976275,"richness",NA
"82","Elahi","BeetsFried03","BeetsFried03","FourSites",18.322,-64.688,NA,1,1,1991,NA,NA,"BeetsFried03_FourSites_18.322_-64.688_NA_1991_1_1","BeetsFried03_FourSites_18.322_-64.688_NA","semi-permanent",NA,28.515675,"richness",NA
"83","Elahi","BeetsFried03","BeetsFried03","FourSites",18.322,-64.688,NA,1,1,1992,NA,NA,"BeetsFried03_FourSites_18.322_-64.688_NA_1992_1_1","BeetsFried03_FourSites_18.322_-64.688_NA","semi-permanent",NA,25.788075,"richness",NA
"84","Elahi","BeetsFried03","BeetsFried03","FourSites",18.322,-64.688,NA,1,1,1993,NA,NA,"BeetsFried03_FourSites_18.322_-64.688_NA_1993_1_1","BeetsFried03_FourSites_18.322_-64.688_NA","semi-permanent",NA,28.52715,"richness",NA
"85","Elahi","BeetsFried03","BeetsFried03","FourSites",18.322,-64.688,NA,1,1,1994,NA,NA,"BeetsFried03_FourSites_18.322_-64.688_NA_1994_1_1","BeetsFried03_FourSites_18.322_-64.688_NA","semi-permanent",NA,28.672575,"richness",NA
"86","Elahi","BeetsFried03","BeetsFried03","FourSites",18.322,-64.688,NA,1,1,1996,NA,NA,"BeetsFried03_FourSites_18.322_-64.688_NA_1996_1_1","BeetsFried03_FourSites_18.322_-64.688_NA","semi-permanent",NA,22.035175,"richness",NA
"87","Elahi","BeetsFried03","BeetsFried03","FourSites",18.322,-64.688,NA,1,1,1997,NA,NA,"BeetsFried03_FourSites_18.322_-64.688_NA_1997_1_1","BeetsFried03_FourSites_18.322_-64.688_NA","semi-permanent",NA,24.250125,"richness",NA
"88","Elahi","BeetsFried03","BeetsFried03","FourSites",18.322,-64.688,NA,1,1,1998,NA,NA,"BeetsFried03_FourSites_18.322_-64.688_NA_1998_1_1","BeetsFried03_FourSites_18.322_-64.688_NA","semi-permanent",NA,23.9135,"richness",NA
"89","Elahi","BeetsFried03","BeetsFried03","FourSites",18.322,-64.688,NA,1,1,1999,NA,NA,"BeetsFried03_FourSites_18.322_-64.688_NA_1999_1_1","BeetsFried03_FourSites_18.322_-64.688_NA","semi-permanent",NA,25.244825,"richness",NA
"90","Elahi","BeetsFried03","BeetsFried03","FourSites",18.322,-64.688,NA,1,1,2000,NA,NA,"BeetsFried03_FourSites_18.322_-64.688_NA_2000_1_1","BeetsFried03_FourSites_18.322_-64.688_NA","semi-permanent",NA,22.8462,"richness",NA
"91","Elahi","Beldade","Beldade","Arrabida",38.457,-9.002,NA,1,1,2002,NA,NA,"Beldade_Arrabida_38.457_-9.002_NA_2002_1_1","Beldade_Arrabida_38.457_-9.002_NA","semi-permanent",NA,16,"richness",NA
"92","Elahi","Beldade","Beldade","Arrabida",38.457,-9.002,NA,1,4,2002,NA,NA,"Beldade_Arrabida_38.457_-9.002_NA_2002_4_1","Beldade_Arrabida_38.457_-9.002_NA","semi-permanent",NA,21,"richness",NA
"93","Elahi","Beldade","Beldade","Arrabida",38.457,-9.002,NA,1,10,2002,NA,NA,"Beldade_Arrabida_38.457_-9.002_NA_2002_10_1","Beldade_Arrabida_38.457_-9.002_NA","semi-permanent",NA,18,"richness",NA
"94","Elahi","Beldade","Beldade","Arrabida",38.457,-9.002,NA,1,1,2003,NA,NA,"Beldade_Arrabida_38.457_-9.002_NA_2003_1_1","Beldade_Arrabida_38.457_-9.002_NA","semi-permanent",NA,19,"richness",NA
"95","Elahi","Beukema","Beukema","Wadden15",52.931,4.863,NA,1,1,1970,NA,NA,"Beukema_Wadden15_52.931_4.863_NA_1970_1_1","Beukema_Wadden15_52.931_4.863_NA","semi-permanent",NA,11.54,"richness",NA
"96","Elahi","Beukema","Beukema","Wadden15",52.931,4.863,NA,1,1,1971,NA,NA,"Beukema_Wadden15_52.931_4.863_NA_1971_1_1","Beukema_Wadden15_52.931_4.863_NA","semi-permanent",NA,12.64,"richness",NA
"97","Elahi","Beukema","Beukema","Wadden15",52.931,4.863,NA,1,1,1972,NA,NA,"Beukema_Wadden15_52.931_4.863_NA_1972_1_1","Beukema_Wadden15_52.931_4.863_NA","semi-permanent",NA,11.96,"richness",NA
"98","Elahi","Beukema","Beukema","Wadden15",52.931,4.863,NA,1,1,1973,NA,NA,"Beukema_Wadden15_52.931_4.863_NA_1973_1_1","Beukema_Wadden15_52.931_4.863_NA","semi-permanent",NA,13.76,"richness",NA
"99","Elahi","Beukema","Beukema","Wadden15",52.931,4.863,NA,1,1,1974,NA,NA,"Beukema_Wadden15_52.931_4.863_NA_1974_1_1","Beukema_Wadden15_52.931_4.863_NA","semi-permanent",NA,14.42,"richness",NA
"100","Elahi","Beukema","Beukema","Wadden15",52.931,4.863,NA,1,1,1975,NA,NA,"Beukema_Wadden15_52.931_4.863_NA_1975_1_1","Beukema_Wadden15_52.931_4.863_NA","semi-permanent",NA,14.59,"richness",NA
"101","Elahi","Beukema","Beukema","Wadden15",52.931,4.863,NA,1,1,1976,NA,NA,"Beukema_Wadden15_52.931_4.863_NA_1976_1_1","Beukema_Wadden15_52.931_4.863_NA","semi-permanent",NA,12.56,"richness",NA
"102","Elahi","Beukema","Beukema","Wadden15",52.931,4.863,NA,1,1,1977,NA,NA,"Beukema_Wadden15_52.931_4.863_NA_1977_1_1","Beukema_Wadden15_52.931_4.863_NA","semi-permanent",NA,14.09,"richness",NA
"103","Elahi","Beukema","Beukema","Wadden15",52.931,4.863,NA,1,1,1978,NA,NA,"Beukema_Wadden15_52.931_4.863_NA_1978_1_1","Beukema_Wadden15_52.931_4.863_NA","semi-permanent",NA,14.26,"richness",NA
"104","Elahi","Beukema","Beukema","Wadden15",52.931,4.863,NA,1,1,1979,NA,NA,"Beukema_Wadden15_52.931_4.863_NA_1979_1_1","Beukema_Wadden15_52.931_4.863_NA","semi-permanent",NA,12.42,"richness",NA
"105","Elahi","Beukema","Beukema","Wadden15",52.931,4.863,NA,1,1,1980,NA,NA,"Beukema_Wadden15_52.931_4.863_NA_1980_1_1","Beukema_Wadden15_52.931_4.863_NA","semi-permanent",NA,15,"richness",NA
"106","Elahi","Beukema","Beukema","Wadden15",52.931,4.863,NA,1,1,1981,NA,NA,"Beukema_Wadden15_52.931_4.863_NA_1981_1_1","Beukema_Wadden15_52.931_4.863_NA","semi-permanent",NA,15.74,"richness",NA
"107","Elahi","Beukema","Beukema","Wadden15",52.931,4.863,NA,1,1,1982,NA,NA,"Beukema_Wadden15_52.931_4.863_NA_1982_1_1","Beukema_Wadden15_52.931_4.863_NA","semi-permanent",NA,13.06,"richness",NA
"108","Elahi","Beukema","Beukema","Wadden15",52.931,4.863,NA,1,1,1983,NA,NA,"Beukema_Wadden15_52.931_4.863_NA_1983_1_1","Beukema_Wadden15_52.931_4.863_NA","semi-permanent",NA,14.81,"richness",NA
"109","Elahi","Beukema","Beukema","Wadden15",52.931,4.863,NA,1,1,1984,NA,NA,"Beukema_Wadden15_52.931_4.863_NA_1984_1_1","Beukema_Wadden15_52.931_4.863_NA","semi-permanent",NA,14.29,"richness",NA
"110","Elahi","Beukema","Beukema","Wadden15",52.931,4.863,NA,1,1,1985,NA,NA,"Beukema_Wadden15_52.931_4.863_NA_1985_1_1","Beukema_Wadden15_52.931_4.863_NA","semi-permanent",NA,14.29,"richness",NA
"111","Elahi","Beukema","Beukema","Wadden15",52.931,4.863,NA,1,1,1986,NA,NA,"Beukema_Wadden15_52.931_4.863_NA_1986_1_1","Beukema_Wadden15_52.931_4.863_NA","semi-permanent",NA,14.45,"richness",NA
